0,1,2,3,4,5,6,7,8,9,10,11,12
0.7083333333333334,1.0,0.0,0.48113207547169823,0.24429223744292233,1.0,1.0,0.6030534351145037,0.0,0.3709677419354838,1.0,0.0,0.75
0.7916666666666666,1.0,1.0,0.6226415094339622,0.36529680365296807,0.0,1.0,0.28244274809160297,1.0,0.24193548387096775,0.5,1.0,0.0
0.7916666666666666,1.0,1.0,0.24528301886792458,0.23515981735159813,0.0,1.0,0.4427480916030534,1.0,0.41935483870967744,0.5,0.6666666666666666,1.0
0.16666666666666663,1.0,0.6666666666666667,0.339622641509434,0.28310502283105016,0.0,0.0,0.8854961832061069,0.0,0.564516129032258,1.0,0.0,0.0
0.25,0.0,0.3333333333333333,0.339622641509434,0.1780821917808219,0.0,1.0,0.7709923664122137,0.0,0.2258064516129032,0.0,0.0,0.0
0.5624999999999999,1.0,0.3333333333333333,0.24528301886792458,0.2511415525114155,0.0,0.0,0.816793893129771,0.0,0.12903225806451613,0.0,0.0,0.0
0.6874999999999999,0.0,1.0,0.4339622641509434,0.3242009132420091,0.0,1.0,0.6793893129770993,0.0,0.5806451612903226,1.0,0.6666666666666666,0.0
0.5833333333333334,0.0,1.0,0.24528301886792458,0.5205479452054793,0.0,0.0,0.7022900763358778,1.0,0.0967741935483871,0.0,0.0,0.0
0.7083333333333334,1.0,1.0,0.339622641509434,0.29223744292237447,0.0,1.0,0.5801526717557252,0.0,0.2258064516129032,0.5,0.3333333333333333,1.0
0.4999999999999999,1.0,1.0,0.4339622641509434,0.17579908675799089,1.0,1.0,0.6412213740458014,1.0,0.5,1.0,0.0,1.0
0.5833333333333334,1.0,1.0,0.4339622641509434,0.1506849315068493,0.0,0.0,0.5877862595419846,0.0,0.06451612903225806,0.5,0.0,0.75
0.5624999999999999,0.0,0.3333333333333333,0.4339622641509434,0.3835616438356165,0.0,1.0,0.6259541984732825,0.0,0.20967741935483872,0.5,0.0,0.0
0.5624999999999999,1.0,0.6666666666666667,0.339622641509434,0.2968036529680365,1.0,1.0,0.5419847328244275,1.0,0.0967741935483871,0.5,0.3333333333333333,0.75
0.3125,1.0,0.3333333333333333,0.24528301886792458,0.3127853881278539,0.0,0.0,0.7786259541984731,0.0,0.0,0.0,0.0,1.0
0.47916666666666663,1.0,0.6666666666666667,0.7358490566037735,0.16666666666666669,1.0,0.0,0.6946564885496184,0.0,0.08064516129032258,0.0,0.0,1.0
0.5833333333333334,1.0,0.6666666666666667,0.5283018867924528,0.0958904109589041,0.0,0.0,0.7862595419847328,0.0,0.25806451612903225,0.0,0.0,0.0
0.39583333333333337,1.0,0.3333333333333333,0.15094339622641517,0.23515981735159813,0.0,0.0,0.7404580152671755,0.0,0.16129032258064516,1.0,0.0,1.0
0.5208333333333334,1.0,1.0,0.4339622641509434,0.2579908675799087,0.0,0.0,0.6793893129770993,0.0,0.1935483870967742,0.0,0.0,0.0
